views,likes,set_id,iid1,iid2,iid3,iid4,iid5,iid6,iid7,iid8,color_1,color_2,color_3,color_4
757,329,212247152,4,24,263,36,105,57,196,200,red,none,none,none
21,21,216627338,11,9,41,259,1967,0,0,0,white,none,none,none
4838,158,133066406,19,8,263,259,62,0,0,0,red,none,none,none
38,27,180430383,6,43,64,106,62,200,186,0,white,red,blue,yellow
2884,446,198446240,4,46,37,62,197,194,0,0,white,black,red,brown
366,94,151898349,5,43,197,199,200,227,223,0,white,black,red,yellow
98,23,208386016,21,237,261,64,62,58,0,0,white,black,blue,none
579,212,203665512,104,29,46,259,57,0,0,0,black,gray,green,none
5758,62,131736089,104,25,237,43,318,0,0,0,black,red,none,none
290,7,123650732,11,25,240,261,37,57,55,0,black,blue,none,none
18,16,207268922,19,237,42,318,64,106,1967,196,white,black,orange,brown
176,5,189594946,11,11,237,7,43,43,38,40,yellow,none,none,none
103,9,200544910,25,245,237,246,49,259,1967,57,white,black,green,none
63460,2453,163480158,104,25,29,46,37,62,52,57,white,blue,none,none
1866,452,216358318,5,43,38,65,4438,0,0,0,red,none,none,none
6045,369,134590005,19,21,24,240,49,318,105,55,white,brown,black,orange
632,207,201306624,304,4461,4468,307,11,4458,71,71,black,blue,orange,yellow
914,173,212550771,196,196,93,200,200,196,199,200,red,gray,none,none
11057,1993,213829233,104,237,1967,194,316,196,0,0,white,red,green,none
11497,2896,216094650,17,27,47,37,61,65,201,202,black,red,yellow,none
95,7,198392150,342,4454,278,278,4456,295,295,305,black,brown,blue,none
5605,277,129178784,21,236,28,46,37,62,4438,4438,purple,black,red,gray
593,269,213975680,19,8,46,37,106,65,57,51,black,gray,yellow,none
4352,835,211083432,4,4,18,46,38,62,4438,0,blue,yellow,none,none
17,6,152918179,19,29,46,58,227,0,0,0,white,none,none,none
36,4,215934788,11,104,237,49,106,1967,53,52,white,brown,gray,none
870,359,214567619,3,3,4,43,38,64,194,0,red,none,none,none
46,22,212177194,11,237,47,37,0,0,0,0,red,blue,none,none
332,131,216733941,5,24,43,37,201,93,319,98,white,red,blue,none
24,8,167894800,11,11,237,49,38,62,106,64,black,red,none,none
212,89,216138441,19,21,253,261,36,106,55,57,white,black,red,none
17,8,193328946,19,25,2,241,42,93,196,186,white,black,none,none
22512,3693,193211187,19,332,46,318,222,0,0,0,black,none,none,none
84,18,202059703,104,25,241,49,318,57,0,0,white,black,none,none
228,173,216970402,196,200,196,222,52,57,64,65,brown,red,gray,none
159,8,194711971,6,236,46,36,64,1967,200,222,white,red,yellow,none
171,48,142602404,11,2,251,4428,93,4244,4451,0,red,gray,none,none
17,4,201610100,4495,241,268,1967,57,194,189,197,white,black,red,blue
6154,533,194231531,11,2,9,43,37,57,194,0,black,red,none,none
914,170,206178393,25,240,49,259,105,303,0,0,white,black,gray,none
1144,89,154791757,21,25,246,46,40,57,0,0,blue,none,none,none
1905,636,213000937,5,24,46,36,62,67,62,53,purple,black,red,yellow
327,24,126816467,4,236,43,38,57,1967,77,0,white,black,red,none
1341,49,139282978,11,29,261,199,197,200,199,0,white,black,red,none
2587,820,213654829,47,37,67,67,196,95,182,3336,white,blue,yellow,none
20,6,181730097,4495,237,49,259,65,1967,57,223,white,black,red,gray
286,84,197956423,17,23,237,46,37,107,0,0,black,gray,yellow,none
6089,1363,212393683,17,29,43,37,64,106,0,0,white,black,red,none
459,65,175332106,11,237,261,259,65,106,65,1967,gray,none,none,none
2368,177,216027368,104,25,28,46,318,0,0,0,black,blue,none,none
7070,569,210633315,17,236,9,43,37,61,0,0,black,none,none,none
2668,165,112538289,5,25,43,38,65,64,196,197,white,black,green,yellow
1235,211,194418036,21,236,28,47,37,0,0,0,black,none,none,none
1913,1131,214659136,11,24,9,47,318,64,61,185,black,white,red,yellow
10,4,188481044,21,241,263,1967,0,0,0,0,black,none,none,none
162,32,165620003,104,25,8,251,261,58,0,0,black,red,none,none
77,7,215518225,6,43,62,64,200,196,199,197,black,white,red,yellow
234,15,190062743,3,4,43,38,200,0,0,0,brown,red,none,none
160,33,214460309,130,130,136,182,4254,144,4257,0,black,red,orange,none
232,109,216693789,5,46,38,62,0,0,0,0,red,none,none,none
3005,862,212654635,24,9,2,261,35,62,57,200,black,red,none,none
1662,107,118076213,104,25,29,42,318,62,222,4438,black,white,blue,orange
941,209,195041348,271,291,4520,335,21,0,0,0,black,none,none,none
1840,69,144792160,11,7,245,49,106,62,62,93,white,blue,none,none
2602,658,199078609,11,9,43,36,62,61,64,57,blue,gray,none,none
7121,727,208978009,4,4496,19,265,37,55,11,47,black,blue,none,none
5720,2014,212042046,4,37,62,64,55,0,0,0,gray,yellow,none,none
13,3,157443130,17,11,237,261,38,64,1967,0,white,black,blue,none
421,103,212477249,4,43,37,105,199,199,187,144,black,red,none,none
313,28,174394556,6,43,38,1967,200,227,74,0,black,brown,orange,yellow
75,26,176119181,19,237,261,318,0,0,0,0,black,none,none,none
67,4,171401612,104,25,237,261,65,64,62,4525,black,white,red,blue
2020,474,215896009,11,9,49,37,3336,4438,0,0,white,black,blue,none
186,23,209545545,5,43,37,51,0,0,0,0,black,none,none,none
124,4,206216479,11,8,261,37,62,64,64,65,white,blue,gray,none
1359,321,215799917,49,57,196,11,28,37,61,0,black,none,none,none
152,77,213970479,1967,67,62,259,11,25,241,297,black,gray,none,none
3139,344,213177099,19,24,310,42,259,1967,214,2,white,red,blue,gray
11,7,215606858,4,244,9,241,29,29,29,9,black,blue,gray,none
1422,490,216779206,19,24,2,261,37,105,57,200,white,black,red,gray
1174,542,212903005,11,236,261,37,55,53,196,222,white,blue,green,none
205,50,176094040,4496,237,49,64,57,76,77,0,blue,green,none,none
1094,391,215358535,11,263,37,55,237,4438,0,0,black,gray,none,none
177,87,216854932,21,2,8,2,49,35,105,57,white,black,blue,gray
714,208,216370106,4,38,105,58,214,144,3336,171,black,gray,green,none
135,72,216946272,4458,4455,271,4522,0,0,0,0,brown,none,none,none
99,53,216946274,21,240,46,318,64,55,57,0,black,green,orange,none
692,84,167760904,7,2,46,38,0,0,0,0,black,none,none,none
3020,1670,203943085,21,29,49,38,61,57,0,0,black,white,red,blue
76,10,197174495,4,43,37,64,64,65,65,1967,purple,gray,none,none
614,37,109723783,11,28,43,62,65,200,0,0,black,red,yellow,none
4559,277,123646614,4495,237,49,259,57,0,0,0,black,none,none,none
72,2,107513524,19,241,261,36,105,200,222,0,red,gray,none,none
2121,327,182150594,21,29,47,36,62,197,201,222,black,blue,none,none
5615,1578,199033793,19,29,61,197,195,319,211,208,black,green,blue,yellow
217,101,215843105,19,9,261,38,105,0,0,0,black,red,none,none
3361,1427,205183676,104,25,240,46,37,57,95,205,black,blue,none,none
2363,1114,215498892,17,9,38,62,65,200,95,222,white,black,red,yellow
1362,423,208574032,4,43,38,64,51,196,200,199,red,none,none,none
250,58,172820930,11,237,49,36,65,1967,340,0,black,blue,none,none
2198,260,188846651,17,8,37,106,0,0,0,0,white,black,none,none
302,126,216856795,24,237,264,37,0,0,0,0,white,black,none,none
4,7,214569690,21,240,49,1967,0,0,0,0,white,none,none,none
164,8,156717875,4,43,198,189,200,197,95,4438,white,red,blue,none
3267,568,198446813,4,50,318,62,65,0,0,0,red,none,none,none
1593,385,213188929,3,24,264,37,0,0,0,0,white,blue,gray,none
1610,252,172921723,17,7,266,318,4428,319,200,199,white,brown,blue,none
31,51,214775755,105,57,61,65,4,24,47,0,black,brown,white,red
1775,671,216129623,4495,25,36,64,278,261,0,0,black,none,none,none
1724,410,196062066,313,177,178,179,4483,4240,4438,0,red,blue,none,none
212,29,215391149,17,26,238,37,61,24,0,0,brown,green,red,gray
1078,67,136098106,11,46,1967,271,196,200,197,199,black,red,brown,yellow
2655,940,196011296,11,25,241,49,38,57,0,0,white,black,none,none
129,38,171984581,4496,241,49,1967,197,227,0,0,black,brown,gray,none
4127,224,172664657,9,2,245,46,62,196,200,0,white,red,blue,none
2408,1329,195850699,4,46,37,64,57,0,0,0,black,none,none,none
9300,669,146475803,17,24,237,43,37,77,0,0,white,black,none,none
396,159,216786580,17,25,9,49,43,318,0,0,white,blue,gray,none
10,2,109174431,21,25,237,261,62,58,0,0,white,black,red,none
95,22,129211490,237,46,65,65,343,64,60,333,white,black,none,none
101,8,138053439,19,21,2,2,261,62,62,55,black,red,blue,none
742,171,201862950,104,29,64,65,106,60,55,57,black,blue,yellow,none
313,96,216551868,4,41,318,65,105,51,201,182,white,red,blue,none
8068,2163,207439281,21,25,2,43,1967,196,197,199,black,gray,none,none
1862,1086,216062936,19,24,8,251,261,37,39,106,black,none,none,none
389,74,198208412,5,43,64,107,196,0,0,0,black,gray,none,none
249,17,207621641,4454,4456,297,4525,4523,4466,237,64,black,blue,gray,none
886,201,216136954,11,237,49,38,38,65,1967,319,black,none,none,none
46,31,216947497,57,106,35,11,25,28,42,221,purple,black,none,none
114,9,193758130,21,27,49,259,57,194,199,194,white,red,green,none
7546,424,130856498,153,4438,4244,182,182,139,0,0,black,none,none,none
49,3,109497155,104,26,237,49,58,200,187,0,black,red,blue,none
7,6,214471937,1967,259,17,25,8,49,0,0,white,none,none,none
2107,788,190929615,19,24,28,43,43,37,0,0,white,black,none,none
125,3,178058446,104,9,43,38,106,64,200,196,black,red,none,none
3761,809,215202874,19,2,49,38,62,102,76,0,red,blue,none,none
3680,1017,215076664,18,19,237,42,37,61,105,1967,white,black,red,gray
1393,698,215663852,21,25,244,49,318,64,106,62,white,black,blue,gray
1478,17,138362418,11,28,47,259,64,62,55,227,white,black,gray,none
120,21,211503668,226,189,195,188,188,190,196,196,white,red,blue,none
7982,160,107503273,4,25,261,318,62,58,4254,949,white,brown,black,blue
352,2,111075536,5,21,23,246,46,46,36,65,white,black,none,none
460471,5416,104070198,21,25,237,49,36,105,0,0,green,none,none,none
217,56,214125044,4,19,69,261,37,105,1967,214,white,black,red,none
5050,196,182244834,17,18,240,259,197,49,0,0,black,none,none,none
119,47,216436077,11,240,261,200,96,3336,318,0,black,orange,brown,none
99,29,214796655,4,43,64,200,0,0,0,0,red,blue,none,none
1810,407,214796878,17,10,46,41,39,318,39,39,white,red,yellow,none
3584,519,213176856,19,25,28,42,259,106,0,0,black,red,gray,none
14672,434,117257084,4,236,261,258,106,62,105,57,white,black,none,none
131,13,196220907,11,24,8,261,259,62,57,0,black,gray,green,none
957,366,216498577,4495,9,261,37,37,171,178,4439,white,black,none,none
2606,861,206190793,4,46,38,93,186,0,0,0,black,red,none,none
344,10,153957958,104,24,237,43,37,61,106,65,black,brown,white,yellow
3131,779,201847755,29,267,318,40,64,55,271,199,black,red,blue,none
867,356,215468310,4,3,43,37,0,0,0,0,gray,yellow,none,none
252,29,194499566,104,25,29,49,57,1967,196,211,white,blue,yellow,none
31,18,152031009,93,227,227,227,1967,1967,3,5,white,red,yellow,none
121440,804,198612570,11,29,49,318,64,67,0,0,white,red,blue,green
2689,685,209478312,196,200,199,187,200,199,222,38,red,none,none,none
3452,977,215548177,4,46,38,64,93,187,196,95,black,white,red,blue
6759,1632,197102336,104,28,43,36,64,61,62,1967,black,gray,none,none
2265,533,215452482,126,127,163,4438,4438,4443,0,0,red,orange,none,none
11176,1986,205484997,5,25,261,57,200,197,199,98,black,red,brown,none
3315,1095,212227135,4,25,46,37,57,93,213,74,purple,red,none,none
1770,465,198578999,4,236,46,38,106,0,0,0,yellow,none,none,none
11098,566,208687165,5,24,43,318,57,0,0,0,white,black,green,none
1024,281,215560094,19,236,43,318,61,62,64,9,white,black,yellow,none
1116,91,194095399,21,24,27,261,37,61,57,0,white,red,none,none
81,46,207502835,5,261,38,65,1967,227,333,0,black,brown,white,blue
130,36,216074317,19,24,28,261,37,200,319,95,red,yellow,none,none
422,219,216885727,99,1967,61,37,11,24,261,0,red,blue,none,none
170,7,100534615,104,237,2,261,106,62,106,106,white,black,red,green
134,22,173565929,6,261,65,65,62,106,0,0,white,red,yellow,none
544,177,211651649,11,237,261,36,64,65,57,0,red,yellow,none,none
800,650,214543286,19,24,310,42,0,0,0,0,black,red,yellow,none
2180,305,213396655,237,37,186,196,19,25,261,261,black,none,none,none
1327,301,201829623,104,8,41,55,57,213,4450,0,white,black,green,gray
1046,445,216209100,19,237,261,259,65,57,195,198,black,brown,white,yellow
2091,67,101781258,18,9,43,37,64,62,53,182,white,black,yellow,none
1389,582,209178319,11,28,265,36,64,0,0,0,white,black,blue,none
35,2,205917232,6,46,200,199,223,0,0,0,white,black,red,blue
23,17,214384417,104,29,1606,46,36,57,217,4292,purple,black,none,none
483,282,216840619,4,37,62,189,200,319,0,0,white,red,blue,none
1315,240,213023453,5,42,37,64,55,200,222,0,black,red,gray,none
2555,805,210310114,19,310,261,36,105,57,25,0,blue,green,none,none
267,50,206209959,177,3336,3336,316,316,316,316,259,blue,none,none,none
110,6,166946287,6,43,64,65,65,196,199,200,white,brown,red,black
2404,286,178804550,4,18,47,36,105,194,196,196,black,white,red,blue
46,52,216886391,4,25,264,37,318,65,0,0,white,black,red,blue
70,14,190885367,4,46,38,61,64,65,65,106,black,red,gray,yellow
1413,456,197683758,17,104,332,46,318,64,4438,0,white,black,none,none
245684,1948,121822652,21,237,43,60,62,196,200,222,purple,red,yellow,none
834,448,216377133,19,2,47,37,62,57,200,0,white,black,red,none
38,14,196008697,196,200,189,199,95,0,0,0,red,none,none,none
4891,460,194618888,19,49,57,110,2,0,0,0,white,black,gray,none
401,127,209497457,104,23,28,318,1967,196,200,0,white,black,gray,none
699,56,133764374,9,261,259,62,200,196,76,0,brown,black,white,red
90,34,157409609,21,28,49,57,1967,0,0,0,gray,none,none,none
1356,215,176185513,11,18,9,49,37,62,52,57,black,gray,none,none
540,161,171046823,104,9,46,37,62,64,0,0,red,blue,none,none
2140,815,212376869,4454,4458,4447,300,4467,46,0,0,gray,yellow,none,none
620,128,215541836,8,49,318,64,51,1967,193,95,white,black,red,none
189,9,207234576,4435,4254,182,4496,259,231,4441,0,blue,gray,none,none
7927,248,112333253,104,24,237,41,318,190,197,214,white,black,blue,yellow
81,12,200714452,11,29,49,259,106,1967,1967,57,purple,black,white,gray
28,13,172296576,5,46,38,64,106,60,1967,196,gray,green,none,none
155,30,214328958,223,1967,62,62,259,259,21,21,purple,white,blue,yellow
576,196,216679894,252,43,318,65,1967,4463,305,71,white,black,red,yellow
249,67,201152183,4,46,37,106,65,64,57,0,white,black,gray,none
1100,257,149103101,17,26,28,263,105,53,0,0,brown,none,none,none
349,69,184506246,249,2,49,177,0,0,0,0,white,black,red,none
137,38,167993698,104,29,47,38,64,1967,78,76,white,red,none,none
3518,704,209288850,5,46,37,64,61,106,57,0,purple,green,yellow,none
2668,283,179366822,17,236,9,261,318,64,106,0,white,blue,none,none
168,63,210492307,4,43,57,77,74,0,0,0,black,gray,none,none
36,13,207202114,11,240,2,306,200,316,316,3336,white,black,red,blue
268,59,180755714,11,237,318,61,65,1967,201,95,black,brown,red,blue
62,4,150223442,21,237,2,4518,49,60,62,1967,purple,black,gray,none
135,52,194028479,104,11,11,8,48,0,0,0,white,black,red,none
1300,299,197335536,104,25,28,46,38,64,949,0,red,none,none,none
18640,1118,207766193,17,25,237,47,36,65,64,57,red,blue,none,none
3298,1128,196529604,17,8,41,259,1967,57,0,0,black,yellow,none,none
595,952,216911329,17,27,47,318,196,74,0,0,black,none,none,none
2926,500,206287788,18,7,251,265,259,3336,316,2,purple,none,none,none
186,26,139439214,241,261,36,62,64,61,65,333,black,white,red,yellow
1722,179,188550060,19,26,237,261,318,62,64,61,black,red,gray,yellow
148,20,213853796,18,21,237,245,42,36,106,105,black,gray,none,none
9495,747,210067686,4495,27,265,37,65,64,197,78,black,brown,yellow,none
2837,324,201119836,4,46,37,57,201,199,46,0,black,gray,none,none
923,133,153553148,4,104,2,28,29,48,46,39,black,red,blue,orange
878,290,205255654,104,29,46,259,0,0,0,0,black,red,yellow,none
698,203,212047274,17,9,46,38,197,95,0,0,gray,none,none,none
1847,363,203039436,11,29,46,38,180,139,0,0,black,red,blue,gray
2677,53,118273360,11,29,38,62,106,106,65,200,black,red,yellow,none
1732,474,204760336,2,46,38,62,106,57,55,1967,white,black,blue,brown
15515,673,100191721,19,25,27,41,4461,182,4438,0,white,black,blue,brown
1065,529,215613522,4,46,38,106,0,0,0,0,white,blue,yellow,none
3377,202,170484562,5,25,46,318,64,1967,0,0,red,blue,green,yellow
2311,1040,208424493,21,265,259,40,55,57,187,179,red,blue,none,none
1557,46,211735341,21,9,42,67,62,105,190,144,white,black,none,none
465,145,215649331,5,24,46,38,64,0,0,0,black,gray,yellow,none
9800,1678,200589304,11,10,43,106,65,51,299,93,black,gray,none,none
52,2,146854913,5,42,106,62,64,1967,57,55,black,red,yellow,none
55,18,170071752,104,241,1967,197,110,102,77,0,white,black,blue,none
1277,331,214905620,196,196,196,196,194,222,0,0,red,gray,none,none
298,46,189577324,21,24,29,261,62,0,0,0,black,blue,green,none
1824,834,216493926,4495,10,318,43,0,0,0,0,black,red,none,none
208,5,139952453,4,41,259,106,65,62,0,0,black,white,blue,yellow
79,48,216670167,23,9,315,47,259,67,0,0,black,none,none,none
28829,2009,211779275,19,240,43,61,0,0,0,0,yellow,none,none,none
6204,182,106428193,19,23,27,262,318,105,0,0,white,blue,none,none
653,159,216359033,4,38,65,200,182,43,0,0,white,none,none,none
119,25,197944047,104,25,241,268,184,0,0,0,black,none,none,none
1473,224,177480872,11,24,237,47,0,0,0,0,black,blue,none,none
26,14,196874695,4496,237,196,197,227,0,0,0,black,none,none,none
48,7,214171573,278,271,305,4472,335,42,0,0,white,black,blue,none
746,11,111585287,104,25,29,261,318,65,106,57,black,yellow,none,none
4454,734,144592724,18,11,237,261,95,227,0,0,purple,black,blue,none
57,36,216619822,4,18,46,258,106,62,62,4492,black,brown,none,none
1056,308,209339875,64,37,5,43,0,0,0,0,white,black,none,none
839,286,215318640,19,9,261,36,61,64,4428,1967,white,red,yellow,none
8601,231,194801396,21,24,28,261,65,64,106,196,black,white,blue,yellow
1449,484,215573606,21,24,9,41,37,57,182,0,black,red,gray,none
2554,323,214218897,4,23,43,43,38,64,53,51,white,black,orange,none
1525,288,187405696,4,24,251,43,318,62,200,95,red,none,none,none
479,127,213071847,3,3,43,37,62,0,0,0,white,black,none,none
242,30,168463905,2,47,259,93,0,0,0,0,gray,orange,none,none
2223,623,214953341,11,104,25,29,251,65,65,64,black,red,blue,none
31762,1080,129258161,18,104,29,36,55,196,195,200,black,white,red,blue
7689,846,216305373,11,24,27,261,55,4426,196,311,black,blue,none,none
751,329,215038372,11,26,241,261,36,61,55,0,black,none,none,none
56,24,215451825,17,24,28,261,318,61,64,0,white,red,yellow,none
15,9,215693517,275,4458,4456,4522,4520,4476,0,0,black,none,none,none
4735,525,179192157,11,8,37,67,52,201,261,98,black,gray,yellow,none
1646,1047,216849544,19,8,47,62,1967,1967,194,0,red,none,none,none
765,313,216141936,11,7,43,36,62,196,196,200,black,brown,white,red
573,65,195662377,261,261,37,61,106,64,57,105,black,blue,yellow,none
87,44,203017201,104,237,49,1967,55,176,0,0,black,gray,yellow,none
863,253,188963718,11,21,237,41,261,62,62,52,white,black,blue,gray
159,58,216447603,11,24,8,47,62,57,4438,0,purple,yellow,none,none
8926,1140,164001260,17,21,29,261,37,62,0,0,black,blue,none,none
124558,2933,173534594,25,29,2,261,259,1967,3336,316,blue,none,none,none
119,16,211326100,11,11,24,29,241,261,49,260,black,blue,none,none
333,106,214806917,19,24,4452,261,261,37,200,95,black,brown,red,blue
34,14,158777802,104,49,259,62,64,106,55,1967,white,black,gray,none
4382,1520,215979655,18,237,266,36,39,65,58,4438,black,yellow,none,none
1409,156,212313326,21,237,49,259,61,65,1967,95,white,black,blue,gray
34,5,216634543,43,65,64,62,196,5,222,0,white,black,blue,none
776,157,192463070,4,21,42,1967,196,193,197,194,black,red,brown,none
